x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.0,0.0,-4.3499093749233e-07,-0.05801844596862793,-0.049967825412750244,-0.017269056290388107,-0.10101145505905151,-0.13677972555160522,-0.024897625669836998,-0.13316261768341064,-0.2072017788887024,-0.033607807010412216,-0.16509908437728882,-0.2450883388519287,-0.037064600735902786,-0.09095358848571777,-0.20616209506988525,-0.00352454069070518,-0.10491502285003662,-0.2758604884147644,-0.028337577357888222,-0.0863792896270752,-0.2193070650100708,-0.03938022628426552,-0.07853764295578003,-0.1740695834159851,-0.04169328510761261,-0.052576541900634766,-0.2144770622253418,-0.004931332543492317,-0.06403124332427979,-0.28064391016960144,-0.029870394617319107,-0.048182666301727295,-0.2109495997428894,-0.035062871873378754,-0.0473976731300354,-0.16848224401474,-0.03235478699207306,-0.012018382549285889,-0.21261721849441528,-0.010996505618095398,-0.021355748176574707,-0.2811126112937927,-0.03414261341094971,-0.012584090232849121,-0.21450108289718628,-0.028267012909054756,-0.01494133472442627,-0.1705617904663086,-0.01821988634765148,0.02564448118209839,-0.20189225673675537,-0.018990926444530487,0.019516587257385254,-0.2535868287086487,-0.03406428545713425,0.020578324794769287,-0.21464139223098755,-0.029290692880749702,0.01699298620223999,-0.18177223205566406,-0.021633028984069824,A
0.0,0.0,-1.3825628002450685e-06,-0.11354637145996094,-0.075267493724823,-0.04767616093158722,-0.1957213282585144,-0.28016066551208496,-0.06406036019325256,-0.23928341269493103,-0.45141178369522095,-0.0785854309797287,-0.28704750537872314,-0.5517388880252838,-0.07631190121173859,-0.14467844367027283,-0.4649500548839569,-0.02260366454720497,-0.16161850094795227,-0.6082750558853149,-0.08862081915140152,-0.14701011776924133,-0.44409677386283875,-0.10488969832658768,-0.1342087984085083,-0.37254610657691956,-0.10347096621990204,-0.06051301956176758,-0.45688480138778687,-0.021589424461126328,-0.07124531269073486,-0.5810422152280807,-0.0827924907207489,-0.07237035036087036,-0.3793615698814392,-0.07229449599981308,-0.06925356388092041,-0.34818035364151,-0.04933619499206543,0.028598785400390625,-0.4314369261264801,-0.033877234905958176,0.025782346725463867,-0.5506688356399536,-0.10110478848218918,0.006013393402099609,-0.3532736897468567,-0.06037444248795509,0.004781961441040039,-0.30637991428375244,-0.0163857601583004,0.11601299047470093,-0.39526602625846863,-0.05055153742432594,0.11159312725067139,-0.4915577173233032,-0.090309277176857,0.08512645959854126,-0.35876065492630005,-0.06136499345302582,0.08047497272491455,-0.31304728984832764,-0.0293100718408823,A
0.0,0.0,-1.1461185067673796e-06,-0.1023467481136322,-0.0868455171585083,-0.04306323826313019,-0.1693822145462036,-0.27226680517196655,-0.06052844598889351,-0.21111276745796204,-0.4215603470802307,-0.07802338898181915,-0.25596752762794495,-0.5134506821632385,-0.08021636307239532,-0.12758302688598633,-0.42716681957244873,-0.016938479617238045,-0.13835600018501282,-0.5620119273662567,-0.08029565215110779,-0.12566059827804565,-0.4179033935070038,-0.09620142728090286,-0.11803621053695679,-0.34751322865486145,-0.09373444318771362,-0.0510786771774292,-0.4207558333873749,-0.018687905743718147,-0.05882757902145386,-0.5371310710906982,-0.07975780218839645,-0.058968424797058105,-0.36299625039100647,-0.07399310171604156,-0.059589266777038574,-0.32753175497055054,-0.05405242741107941,0.028133809566497803,-0.3947436809539795,-0.032924018800258636,0.03031027317047119,-0.5040497779846191,-0.09746876358985901,0.015606999397277832,-0.33479589223861694,-0.06341911107301712,0.01016455888748169,-0.2887001037597656,-0.023772265762090683,0.1040911078453064,-0.35659709572792053,-0.05137157067656517,0.10567253828048706,-0.44232261180877686,-0.08826624602079391,0.08564996719360352,-0.3321227729320526,-0.06375126540660858,0.07813531160354614,-0.2918829321861267,-0.03532780706882477,A
0.0,0.0,-1.0930004918918712e-06,-0.09402084350585938,-0.08739668130874634,-0.029190927743911743,-0.1494525671005249,-0.25675535202026367,-0.0416213721036911,-0.18149057030677795,-0.388580858707428,-0.05673563852906227,-0.22156989574432373,-0.4741291403770447,-0.060221586376428604,-0.10230425000190735,-0.38666629791259766,-0.006064218934625387,-0.11872652173042297,-0.5128941535949707,-0.06762965768575668,-0.110828697681427,-0.39054375886917114,-0.09072534739971161,-0.09885144233703613,-0.3216821551322937,-0.09395766258239746,-0.03677177429199219,-0.37718188762664795,-0.012073666788637638,-0.04840087890625,-0.49216189980506897,-0.0685373917222023,-0.051503896713256836,-0.3421943187713623,-0.06756435334682465,-0.04616189002990723,-0.2972881495952606,-0.05272316187620163,0.033600449562072754,-0.3530322313308716,-0.029193781316280365,0.029089689254760742,-0.4645262062549591,-0.08654752373695374,0.011741876602172852,-0.3161764144897461,-0.058873437345027924,0.010455787181854248,-0.26116037368774414,-0.025101281702518463,0.10342168807983398,-0.3183935582637787,-0.04973813518881798,0.0993615984916687,-0.41089385747909546,-0.08380655944347382,0.07643616199493408,-0.3153163194656372,-0.06419645994901657,0.0709695816040039,-0.2679322361946106,-0.040179766714572906,A
0.0,0.0,-1.0129355132448836e-06,-0.09084427356719971,-0.07311993837356567,-0.021624302491545677,-0.14579355716705322,-0.22883522510528564,-0.026967128738760948,-0.17546319961547852,-0.34848877787590027,-0.03448162600398064,-0.21336331963539124,-0.4204357862472534,-0.031775690615177155,-0.10932141542434692,-0.35012122988700867,0.0026109814643859863,-0.11788636445999146,-0.46007007360458374,-0.04591568186879158,-0.10836264491081238,-0.3465868830680847,-0.06459084898233414,-0.1012498140335083,-0.2905005216598511,-0.06780076026916504,-0.04889899492263794,-0.34604308009147644,-0.0033743460662662983,-0.05605924129486084,-0.4457952380180359,-0.04784786328673363,-0.053044915199279785,-0.3089357316493988,-0.04639828950166702,-0.051765620708465576,-0.272466778755188,-0.033595792949199677,0.014957606792449951,-0.32588329911231995,-0.01858649030327797,0.011582255363464355,-0.41827669739723206,-0.0651387870311737,0.0030570030212402344,-0.28251203894615173,-0.04149383306503296,0.00038617849349975586,-0.2392767071723938,-0.013384181074798107,0.07732242345809937,-0.29623445868492126,-0.036174532026052475,0.06969815492630005,-0.36845365166664124,-0.06274056434631348,0.05708199739456177,-0.27841752767562866,-0.04466733708977699,0.055639564990997314,-0.24167793989181519,-0.023814087733626366,A
0.0,0.0,-8.100471973193635e-07,-0.07727351784706116,-0.06756085157394409,-0.012172714807093143,-0.12197273969650269,-0.1839178204536438,-0.017790459096431732,-0.1477748453617096,-0.27293917536735535,-0.027708113193511963,-0.17845982313156128,-0.32870203256607056,-0.0307229682803154,-0.0858621895313263,-0.27537205815315247,0.006661555729806423,-0.09819203615188599,-0.36696040630340576,-0.0346781350672245,-0.09449070692062378,-0.27801311016082764,-0.052788425236940384,-0.08765232563018799,-0.22493880987167358,-0.05638134479522705,-0.03915750980377197,-0.2729676365852356,-0.0011820622021332383,-0.04963696002960205,-0.35702890157699585,-0.038809068500995636,-0.04996073246002197,-0.25105801224708557,-0.040230050683021545,-0.04543709754943848,-0.21216729283332825,-0.031257543712854385,0.011900067329406738,-0.2590107321739197,-0.016212524846196175,0.003084838390350342,-0.34248197078704834,-0.05283503234386444,-0.004328370094299316,-0.2365887463092804,-0.03563741222023964,-0.0026908516883850098,-0.1911548376083374,-0.013921119272708893,0.0618135929107666,-0.23585966229438782,-0.03302791714668274,0.05087655782699585,-0.3042965531349182,-0.05336817353963852,0.041148602962493896,-0.23832076787948608,-0.039798080921173096,0.04292184114456177,-0.20081377029418945,-0.023515639826655388,A
0.0,0.0,-7.816619813638681e-07,-0.07379865646362305,-0.06448817253112793,-0.015474867075681686,-0.11650311946868896,-0.17941540479660034,-0.022524168714880943,-0.14130866527557373,-0.2683463394641876,-0.03287334740161896,-0.1709539294242859,-0.32627758383750916,-0.035809144377708435,-0.0841459333896637,-0.26957470178604126,0.000447198748588562,-0.09633931517601013,-0.36232632398605347,-0.04166873171925545,-0.09155070781707764,-0.2755643129348755,-0.059397224336862564,-0.08266669511795044,-0.23062336444854736,-0.06336729973554611,-0.038420677185058594,-0.26549845933914185,-0.006000522058457136,-0.04885387420654297,-0.3507905900478363,-0.04437786713242531,-0.04704868793487549,-0.2462519109249115,-0.044372621923685074,-0.04163229465484619,-0.21368488669395447,-0.03496239334344864,0.01092451810836792,-0.25145384669303894,-0.019827313721179962,0.004369258880615234,-0.33351147174835205,-0.05787629261612892,-0.0008388757705688477,-0.22968736290931702,-0.03978491201996803,0.0014064908027648926,-0.18957370519638062,-0.017766956239938736,0.059044063091278076,-0.23064500093460083,-0.035673633217811584,0.05135005712509155,-0.29716628789901733,-0.05746518075466156,0.04323267936706543,-0.23056787252426147,-0.04401613771915436,0.04512143135070801,-0.19489747285842896,-0.02797173149883747,A
0.0,0.0,-7.559203254459135e-07,-0.07040327787399292,-0.06583750247955322,-0.011654213070869446,-0.11080676317214966,-0.17448240518569946,-0.018063092604279518,-0.13413462042808533,-0.2575218975543976,-0.02821248210966587,-0.1622113585472107,-0.3103927969932556,-0.03185540437698364,-0.07763293385505676,-0.25656598806381226,0.0020074178464710712,-0.08902513980865479,-0.34222957491874695,-0.037371210753917694,-0.08783367276191711,-0.25550180673599243,-0.05453472211956978,-0.07967579364776611,-0.21358203887939453,-0.05892247334122658,-0.034651219844818115,-0.2522177994251251,-0.005623017903417349,-0.04345393180847168,-0.33142316341400146,-0.04076939821243286,-0.04609405994415283,-0.22984957695007324,-0.04057521000504494,-0.041735827922821045,-0.20019471645355225,-0.03202245756983757,0.01238948106765747,-0.23879125714302063,-0.0197910126298666,0.005776762962341309,-0.3177480697631836,-0.05433456972241402,-0.003647446632385254,-0.21530058979988098,-0.03608104586601257,-0.001970529556274414,-0.17647391557693481,-0.014927366748452187,0.0586814284324646,-0.21731829643249512,-0.0356084369122982,0.04889798164367676,-0.28274497389793396,-0.05413694679737091,0.03865396976470947,-0.2166629135608673,-0.0393020361661911,0.04066336154937744,-0.1818634271621704,-0.0230320505797863,A
0.0,0.0,-7.025074637567741e-07,-0.06694921851158142,-0.055264949798583984,-0.009920381009578705,-0.10536903142929077,-0.15281015634536743,-0.014313329942524433,-0.12854385375976562,-0.22933030128479004,-0.02231176756322384,-0.15791738033294678,-0.27563053369522095,-0.024415764957666397,-0.07599145174026489,-0.22838285565376282,0.0030304165557026863,-0.0901448130607605,-0.3076651692390442,-0.032875288277864456,-0.08332440257072449,-0.2308053970336914,-0.04845518618822098,-0.07290229201316833,-0.1908755898475647,-0.052282240241765976,-0.03607994318008423,-0.22688639163970947,-0.003713977290317416,-0.04931372404098511,-0.2981848120689392,-0.03640275076031685,-0.04478180408477783,-0.20619863271713257,-0.036227814853191376,-0.038184523582458496,-0.17795181274414062,-0.028589369729161263,0.006455540657043457,-0.21678119897842407,-0.01663336716592312,-0.0036240220069885254,-0.2881556749343872,-0.04864921793341637,-0.005746603012084961,-0.1974131464958191,-0.03317369893193245,-0.0019797682762145996,-0.16188257932662964,-0.014894163236021996,0.04756373167037964,-0.2007889747619629,-0.031084207817912102,0.03647947311401367,-0.25703391432762146,-0.048668596893548965,0.03074699640274048,-0.19990813732147217,-0.037231817841529846,0.03424555063247681,-0.1693471074104309,-0.02419116161763668,A
0.0,0.0,-6.661119300588325e-07,-0.06576526165008545,-0.052209675312042236,-0.008907306008040905,-0.10613694787025452,-0.144389808177948,-0.01252693496644497,-0.12980526685714722,-0.21624881029129028,-0.01968320831656456,-0.15861594676971436,-0.2587446868419647,-0.021293653175234795,-0.07896953821182251,-0.2165951132774353,0.004720048513263464,-0.09242957830429077,-0.29085150361061096,-0.028684629127383232,-0.08518368005752563,-0.21725121140480042,-0.043534424155950546,-0.07533544301986694,-0.1817360520362854,-0.04756513983011246,-0.04064512252807617,-0.21569252014160156,-0.0018567185616120696,-0.05325800180435181,-0.2831532955169678,-0.03205564618110657,-0.04793304204940796,-0.19601678848266602,-0.03182988986372948,-0.04209744930267334,-0.1711753010749817,-0.024724435061216354,-0.00015467405319213867,-0.20671701431274414,-0.014306813478469849,-0.009413421154022217,-0.2743651866912842,-0.044361088424921036,-0.009788811206817627,-0.187849760055542,-0.029625507071614265,-0.006604433059692383,-0.15485930442810059,-0.012246107682585716,0.03850722312927246,-0.1917610466480255,-0.028194541111588478,0.028522014617919922,-0.24472945928573608,-0.04522031173110008,0.025062501430511475,-0.1895861029624939,-0.03452227637171745,0.028779268264770508,-0.1607164740562439,-0.02214665897190571,A
